date,INDPRO,ICSA
1975-01-01,41.4676,
1975-01-04,,456000.0
1975-01-11,,554000.0
1975-01-18,,575000.0
1975-01-25,,555000.0
1975-02-01,40.5165,559000.0
1975-02-08,,545000.0
1975-02-15,,530000.0
1975-02-22,,544000.0
1975-03-01,40.0638,546000.0
1975-03-08,,551000.0
1975-03-15,,531000.0
1975-03-22,,550000.0
1975-03-29,,555000.0
1975-04-01,40.1573,
1975-04-05,,537000.0
1975-04-12,,520000.0
1975-04-19,,531000.0
1975-04-26,,513000.0
1975-05-01,40.0253,
1975-05-03,,505000.0
1975-05-10,,507000.0
1975-05-17,,514000.0
1975-05-24,,493000.0
1975-05-31,,475000.0
1975-06-01,40.2772,
1975-06-07,,529000.0
1975-06-14,,497000.0
1975-06-21,,497000.0
1975-06-28,,459000.0
1975-07-01,40.6994,
1975-07-05,,423000.0
1975-07-12,,446000.0
1975-07-19,,445000.0
1975-07-26,,454000.0
1975-08-01,41.0998,
1975-08-02,,454000.0
1975-08-09,,459000.0
1975-08-16,,444000.0
1975-08-23,,457000.0
1975-08-30,,446000.0
1975-09-01,41.6304,
1975-09-06,,447000.0
1975-09-13,,456000.0
1975-09-20,,433000.0
1975-09-27,,445000.0
1975-10-01,41.8135,
1975-10-04,,426000.0
1975-10-11,,429000.0
1975-10-18,,404000.0
1975-10-25,,426000.0
1975-11-01,41.8697,414000.0
1975-11-08,,415000.0
1975-11-15,,386000.0
1975-11-22,,401000.0
1975-11-29,,387000.0
1975-12-01,42.4414,
1975-12-06,,373000.0
1975-12-13,,368000.0
1975-12-20,,365000.0
1975-12-27,,391000.0
1976-01-01,43.0012,
1976-01-03,,362000.0
1976-01-10,,402000.0
1976-01-17,,370000.0
1976-01-24,,363000.0
1976-01-31,,359000.0
1976-02-01,43.4229,
1976-02-07,,353000.0
1976-02-14,,344000.0
1976-02-21,,347000.0
1976-02-28,,349000.0
1976-03-01,43.5168,
1976-03-06,,348000.0
1976-03-13,,360000.0
1976-03-20,,368000.0
1976-03-27,,366000.0
1976-04-01,43.7327,
1976-04-03,,380000.0
1976-04-10,,373000.0
1976-04-17,,361000.0
1976-04-24,,367000.0
1976-05-01,43.9186,385000.0
1976-05-08,,395000.0
1976-05-15,,382000.0
1976-05-22,,394000.0
1976-05-29,,402000.0
1976-06-01,43.9637,
1976-06-05,,382000.0
1976-06-12,,407000.0
1976-06-19,,399000.0
1976-06-26,,387000.0
1976-07-01,44.2141,
1976-07-03,,394000.0
1976-07-10,,372000.0
1976-07-17,,406000.0
1976-07-24,,394000.0
1976-07-31,,388000.0
1976-08-01,44.5182,
1976-08-07,,378000.0
1976-08-14,,382000.0
1976-08-21,,400000.0
1976-08-28,,394000.0
1976-09-01,44.6721,
1976-09-04,,421000.0
1976-09-11,,383000.0
1976-09-18,,403000.0
1976-09-25,,423000.0
1976-10-01,44.6585,
1976-10-02,,408000.0
1976-10-09,,411000.0
1976-10-16,,403000.0
1976-10-23,,409000.0
1976-10-30,,414000.0
1976-11-01,45.3392,
1976-11-06,,390000.0
1976-11-13,,383000.0
1976-11-20,,408000.0
1976-11-27,,377000.0
1976-12-01,45.8294,
1976-12-04,,402000.0
1976-12-11,,395000.0
1976-12-18,,365000.0
1976-12-25,,333000.0
1977-01-01,45.5087,380000.0
1977-01-08,,416000.0
1977-01-15,,368000.0
1977-01-22,,423000.0
1977-01-29,,422000.0
1977-02-01,46.2277,
1977-02-05,,565000.0
1977-02-12,,477000.0
1977-02-19,,399000.0
1977-02-26,,362000.0
1977-03-01,46.8185,
1977-03-05,,361000.0
1977-03-12,,355000.0
1977-03-19,,369000.0
1977-03-26,,356000.0
1977-04-01,47.2684,
1977-04-02,,350000.0
1977-04-09,,376000.0
1977-04-16,,361000.0
1977-04-23,,375000.0
1977-04-30,,375000.0
1977-05-01,47.6411,
1977-05-07,,384000.0
1977-05-14,,381000.0
1977-05-21,,375000.0
1977-05-28,,381000.0
1977-06-01,48.0116,
1977-06-04,,363000.0
1977-06-11,,358000.0
1977-06-18,,359000.0
1977-06-25,,365000.0
1977-07-01,48.073,
1977-07-02,,350000.0
1977-07-09,,361000.0
1977-07-16,,366000.0
1977-07-23,,365000.0
1977-07-30,,365000.0
1977-08-01,48.1205,
1977-08-06,,378000.0
1977-08-13,,359000.0
1977-08-20,,367000.0
1977-08-27,,365000.0
1977-09-01,48.3189,
1977-09-03,,374000.0
1977-09-10,,359000.0
1977-09-17,,362000.0
1977-09-24,,380000.0
1977-10-01,48.3871,348000.0
1977-10-08,,365000.0
1977-10-15,,358000.0
1977-10-22,,375000.0
1977-10-29,,349000.0
1977-11-01,48.4761,
1977-11-05,,366000.0
1977-11-12,,334000.0
1977-11-19,,360000.0
1977-11-26,,354000.0
1977-12-01,48.5629,
1977-12-03,,367000.0
1977-12-10,,364000.0
1977-12-17,,359000.0
1977-12-24,,344000.0
1977-12-31,,364000.0
1978-01-01,47.8481,
1978-01-07,,346000.0
1978-01-14,,343000.0
1978-01-21,,352000.0
1978-01-28,,363000.0
1978-02-01,48.1044,
1978-02-04,,360000.0
1978-02-11,,373000.0
1978-02-18,,429000.0
1978-02-25,,371000.0
1978-03-01,49.0265,
1978-03-04,,355000.0
1978-03-11,,359000.0
1978-03-18,,347000.0
1978-03-25,,335000.0
1978-04-01,50.0206,333000.0
1978-04-08,,345000.0
1978-04-15,,309000.0
1978-04-22,,319000.0
1978-04-29,,324000.0
1978-05-01,50.254,
1978-05-06,,334000.0
1978-05-13,,322000.0
1978-05-20,,334000.0
1978-05-27,,318000.0
1978-06-01,50.5801,
1978-06-03,,310000.0
1978-06-10,,331000.0
1978-06-17,,326000.0
1978-06-24,,330000.0
1978-07-01,50.5384,348000.0
1978-07-08,,356000.0
1978-07-15,,352000.0
1978-07-22,,349000.0
1978-07-29,,346000.0
1978-08-01,50.7458,
1978-08-05,,365000.0
1978-08-12,,354000.0
1978-08-19,,343000.0
1978-08-26,,333000.0
1978-09-01,50.8744,
1978-09-02,,313000.0
1978-09-09,,337000.0
1978-09-16,,322000.0
1978-09-23,,323000.0
1978-09-30,,318000.0
1978-10-01,51.2559,
1978-10-07,,343000.0
1978-10-14,,316000.0
1978-10-21,,338000.0
1978-10-28,,316000.0
1978-11-01,51.6514,
1978-11-04,,317000.0
1978-11-11,,304000.0
1978-11-18,,342000.0
1978-11-25,,359000.0
1978-12-01,51.909,
1978-12-02,,377000.0
1978-12-09,,344000.0
1978-12-16,,347000.0
1978-12-23,,352000.0
1978-12-30,,358000.0
1979-01-01,51.6278,
1979-01-06,,359000.0
1979-01-13,,392000.0
1979-01-20,,337000.0
1979-01-27,,342000.0
1979-02-01,51.8752,
1979-02-03,,348000.0
1979-02-10,,359000.0
1979-02-17,,367000.0
1979-02-24,,360000.0
1979-03-01,52.0446,
1979-03-03,,355000.0
1979-03-10,,363000.0
1979-03-17,,359000.0
1979-03-24,,353000.0
1979-03-31,,360000.0
1979-04-01,51.4193,
1979-04-07,,465000.0
1979-04-14,,457000.0
1979-04-21,,383000.0
1979-04-28,,357000.0
1979-05-01,51.8856,
1979-05-05,,353000.0
1979-05-12,,344000.0
1979-05-19,,346000.0
1979-05-26,,349000.0
1979-06-01,51.8965,
1979-06-02,,336000.0
1979-06-09,,365000.0
1979-06-16,,351000.0
1979-06-23,,379000.0
1979-06-30,,369000.0
1979-07-01,51.8097,
1979-07-07,,368000.0
1979-07-14,,368000.0
1979-07-21,,395000.0
1979-07-28,,386000.0
1979-08-01,51.4684,
1979-08-04,,412000.0
1979-08-11,,386000.0
1979-08-18,,387000.0
1979-08-25,,390000.0
1979-09-01,51.4597,389000.0
1979-09-08,,378000.0
1979-09-15,,384000.0
1979-09-22,,388000.0
1979-09-29,,390000.0
1979-10-01,51.8334,
1979-10-06,,412000.0
1979-10-13,,393000.0
1979-10-20,,406000.0
1979-10-27,,398000.0
1979-11-01,51.7531,
1979-11-03,,395000.0
1979-11-10,,414000.0
1979-11-17,,430000.0
1979-11-24,,414000.0
1979-12-01,51.7878,416000.0
1979-12-08,,415000.0
1979-12-15,,411000.0
1979-12-22,,471000.0
1979-12-29,,428000.0
1980-01-01,52.0679,
1980-01-05,,394000.0
1980-01-12,,405000.0
1980-01-19,,446000.0
1980-01-26,,412000.0
1980-02-01,52.082,
1980-02-02,,404000.0
1980-02-09,,425000.0
1980-02-16,,415000.0
1980-02-23,,428000.0
1980-03-01,51.87,409000.0
1980-03-08,,418000.0
1980-03-15,,432000.0
1980-03-22,,435000.0
1980-03-29,,475000.0
1980-04-01,50.8397,
1980-04-05,,464000.0
1980-04-12,,544000.0
1980-04-19,,548000.0
1980-04-26,,563000.0
1980-05-01,49.589,
1980-05-03,,572000.0
1980-05-10,,601000.0
1980-05-17,,642000.0
1980-05-24,,627000.0
1980-05-31,,637000.0
1980-06-01,48.9482,
1980-06-07,,610000.0
1980-06-14,,592000.0
1980-06-21,,599000.0
1980-06-28,,627000.0
1980-07-01,48.6039,
1980-07-05,,579000.0
1980-07-12,,533000.0
1980-07-19,,567000.0
1980-07-26,,558000.0
1980-08-01,48.7563,
1980-08-02,,569000.0
1980-08-09,,533000.0
1980-08-16,,525000.0
1980-08-23,,512000.0
1980-08-30,,502000.0
1980-09-01,49.5608,
1980-09-06,,511000.0
1980-09-13,,492000.0
1980-09-20,,465000.0
1980-09-27,,463000.0
1980-10-01,50.1908,
1980-10-04,,462000.0
1980-10-11,,447000.0
1980-10-18,,425000.0
1980-10-25,,418000.0
1980-11-01,51.0311,419000.0
1980-11-08,,407000.0
1980-11-15,,427000.0
1980-11-22,,398000.0
1980-11-29,,412000.0
1980-12-01,51.3708,
1980-12-06,,416000.0
1980-12-13,,413000.0
1980-12-20,,412000.0
1980-12-27,,399000.0
1981-01-01,51.0415,
1981-01-03,,410000.0
1981-01-10,,419000.0
1981-01-17,,421000.0
1981-01-24,,396000.0
1981-01-31,,419000.0
1981-02-01,50.824,
1981-02-07,,420000.0
1981-02-14,,423000.0
1981-02-21,,438000.0
1981-02-28,,434000.0
1981-03-01,51.0826,
1981-03-07,,409000.0
1981-03-14,,408000.0
1981-03-21,,401000.0
1981-03-28,,412000.0
1981-04-01,50.858,
1981-04-04,,417000.0
1981-04-11,,396000.0
1981-04-18,,392000.0
1981-04-25,,436000.0
1981-05-01,51.1495,
1981-05-02,,413000.0
1981-05-09,,423000.0
1981-05-16,,414000.0
1981-05-23,,415000.0
1981-05-30,,417000.0
1981-06-01,51.4101,
1981-06-06,,428000.0
1981-06-13,,425000.0
1981-06-20,,435000.0
1981-06-27,,444000.0
1981-07-01,51.7471,
1981-07-04,,460000.0
1981-07-11,,426000.0
1981-07-18,,430000.0
1981-07-25,,407000.0
1981-08-01,51.6826,476000.0
1981-08-08,,448000.0
1981-08-15,,442000.0
1981-08-22,,434000.0
1981-08-29,,451000.0
1981-09-01,51.4337,
1981-09-05,,473000.0
1981-09-12,,454000.0
1981-09-19,,475000.0
1981-09-26,,491000.0
1981-10-01,51.0281,
1981-10-03,,489000.0
1981-10-10,,491000.0
1981-10-17,,487000.0
1981-10-24,,483000.0
1981-10-31,,514000.0
1981-11-01,50.435,
1981-11-07,,514000.0
1981-11-14,,517000.0
1981-11-21,,464000.0
1981-11-28,,552000.0
1981-12-01,49.8987,
1981-12-05,,558000.0
1981-12-12,,551000.0
1981-12-19,,539000.0
1981-12-26,,556000.0
1982-01-01,48.8685,
1982-01-02,,495000.0
1982-01-09,,545000.0
1982-01-16,,489000.0
1982-01-23,,564000.0
1982-01-30,,583000.0
1982-02-01,49.8636,
1982-02-06,,556000.0
1982-02-13,,507000.0
1982-02-20,,544000.0
1982-02-27,,528000.0
1982-03-01,49.5323,
1982-03-06,,556000.0
1982-03-13,,539000.0
1982-03-20,,557000.0
1982-03-27,,574000.0
1982-04-01,49.075,
1982-04-03,,578000.0
1982-04-10,,585000.0
1982-04-17,,597000.0
1982-04-24,,588000.0
1982-05-01,48.7483,576000.0
1982-05-08,,584000.0
1982-05-15,,585000.0
1982-05-22,,586000.0
1982-05-29,,588000.0
1982-06-01,48.6214,
1982-06-05,,611000.0
1982-06-12,,614000.0
1982-06-19,,591000.0
1982-06-26,,582000.0
1982-07-01,48.4616,
1982-07-03,,600000.0
1982-07-10,,572000.0
1982-07-17,,567000.0
1982-07-24,,536000.0
1982-07-31,,605000.0
1982-08-01,48.0192,
1982-08-07,,606000.0
1982-08-14,,637000.0
1982-08-21,,628000.0
1982-08-28,,647000.0
1982-09-01,47.9008,
1982-09-04,,651000.0
1982-09-11,,641000.0
1982-09-18,,680000.0
1982-09-25,,671000.0
1982-10-01,47.4371,
1982-10-02,,695000.0
1982-10-09,,651000.0
1982-10-16,,656000.0
1982-10-23,,623000.0
1982-10-30,,637000.0
1982-11-01,47.283,
1982-11-06,,589000.0
1982-11-13,,599000.0
1982-11-20,,577000.0
1982-11-27,,612000.0
1982-12-01,46.9485,
1982-12-04,,557000.0
1982-12-11,,533000.0
1982-12-18,,516000.0
1982-12-25,,489000.0
1983-01-01,47.8234,534000.0
1983-01-08,,510000.0
1983-01-15,,479000.0
1983-01-22,,479000.0
1983-01-29,,503000.0
1983-02-01,47.5233,
1983-02-05,,501000.0
1983-02-12,,486000.0
1983-02-19,,487000.0
1983-02-26,,481000.0
1983-03-01,47.9244,
1983-03-05,,495000.0
1983-03-12,,475000.0
1983-03-19,,470000.0
1983-03-26,,481000.0
1983-04-01,48.5311,
1983-04-02,,491000.0
1983-04-09,,496000.0
1983-04-16,,515000.0
1983-04-23,,488000.0
1983-04-30,,490000.0
1983-05-01,48.8239,
1983-05-07,,494000.0
1983-05-14,,464000.0
1983-05-21,,460000.0
1983-05-28,,454000.0
1983-06-01,49.123,
1983-06-04,,459000.0
1983-06-11,,442000.0
1983-06-18,,434000.0
1983-06-25,,442000.0
1983-07-01,49.8546,
1983-07-02,,422000.0
1983-07-09,,412000.0
1983-07-16,,396000.0
1983-07-23,,395000.0
1983-07-30,,415000.0
1983-08-01,50.4443,
1983-08-06,,415000.0
1983-08-13,,457000.0
1983-08-20,,445000.0
1983-08-27,,426000.0
1983-09-01,51.178,
1983-09-03,,411000.0
1983-09-10,,403000.0
1983-09-17,,405000.0
1983-09-24,,416000.0
1983-10-01,51.5693,413000.0
1983-10-08,,406000.0
1983-10-15,,394000.0
1983-10-22,,394000.0
1983-10-29,,404000.0
1983-11-01,51.7993,
1983-11-05,,395000.0
1983-11-12,,390000.0
1983-11-19,,387000.0
1983-11-26,,398000.0
1983-12-01,52.0594,
1983-12-03,,365000.0
1983-12-10,,368000.0
1983-12-17,,362000.0
1983-12-24,,377000.0
1983-12-31,,372000.0
1984-01-01,53.0985,
1984-01-07,,356000.0
1984-01-14,,351000.0
1984-01-21,,333000.0
1984-01-28,,364000.0
1984-02-01,53.3318,
1984-02-04,,342000.0
1984-02-11,,338000.0
1984-02-18,,334000.0
1984-02-25,,343000.0
1984-03-01,53.5929,
1984-03-03,,347000.0
1984-03-10,,346000.0
1984-03-17,,349000.0
1984-03-24,,346000.0
1984-03-31,,341000.0
1984-04-01,53.91,
1984-04-07,,381000.0
1984-04-14,,357000.0
1984-04-21,,364000.0
1984-04-28,,375000.0
1984-05-01,54.2026,
1984-05-05,,365000.0
1984-05-12,,368000.0
1984-05-19,,354000.0
1984-05-26,,354000.0
1984-06-01,54.4014,
1984-06-02,,355000.0
1984-06-09,,369000.0
1984-06-16,,361000.0
1984-06-23,,362000.0
1984-06-30,,360000.0
1984-07-01,54.5521,
1984-07-07,,366000.0
1984-07-14,,360000.0
1984-07-21,,357000.0
1984-07-28,,359000.0
1984-08-01,54.6083,
1984-08-04,,382000.0
1984-08-11,,380000.0
1984-08-18,,401000.0
1984-08-25,,395000.0
1984-09-01,54.4466,385000.0
1984-09-08,,402000.0
1984-09-15,,393000.0
1984-09-22,,395000.0
1984-09-29,,402000.0
1984-10-01,54.4406,
1984-10-06,,403000.0
1984-10-13,,410000.0
1984-10-20,,439000.0
1984-10-27,,425000.0
1984-11-01,54.624,
1984-11-03,,423000.0
1984-11-10,,393000.0
1984-11-17,,383000.0
1984-11-24,,429000.0
1984-12-01,54.6416,401000.0
1984-12-08,,383000.0
1984-12-15,,386000.0
1984-12-22,,379000.0
1984-12-29,,379000.0
1985-01-01,54.6322,
1985-01-05,,369000.0
1985-01-12,,387000.0
1985-01-19,,359000.0
1985-01-26,,368000.0
1985-02-01,54.7825,
1985-02-02,,386000.0
1985-02-09,,401000.0
1985-02-16,,390000.0
1985-02-23,,390000.0
1985-03-01,54.8653,
1985-03-02,,374000.0
1985-03-09,,385000.0
1985-03-16,,386000.0
1985-03-23,,373000.0
1985-03-30,,386000.0
1985-04-01,54.7459,
1985-04-06,,405000.0
1985-04-13,,411000.0
1985-04-20,,391000.0
1985-04-27,,386000.0
1985-05-01,54.8255,
1985-05-04,,390000.0
1985-05-11,,394000.0
1985-05-18,,391000.0
1985-05-25,,396000.0
1985-06-01,54.7989,393000.0
1985-06-08,,403000.0
1985-06-15,,390000.0
1985-06-22,,386000.0
1985-06-29,,390000.0
1985-07-01,54.5396,
1985-07-06,,395000.0
1985-07-13,,386000.0
1985-07-20,,370000.0
1985-07-27,,362000.0
1985-08-01,54.7055,
1985-08-03,,407000.0
1985-08-10,,402000.0
1985-08-17,,399000.0
1985-08-24,,405000.0
1985-08-31,,409000.0
1985-09-01,54.8906,
1985-09-07,,426000.0
1985-09-14,,408000.0
1985-09-21,,401000.0
1985-09-28,,399000.0
1985-10-01,54.7199,
1985-10-05,,405000.0
1985-10-12,,400000.0
1985-10-19,,400000.0
1985-10-26,,418000.0
1985-11-01,54.9124,
1985-11-02,,398000.0
1985-11-09,,397000.0
1985-11-16,,397000.0
1985-11-23,,382000.0
1985-11-30,,393000.0
1985-12-01,55.4412,
1985-12-07,,399000.0
1985-12-14,,382000.0
1985-12-21,,370000.0
1985-12-28,,390000.0
1986-01-01,55.7481,
1986-01-04,,362000.0
1986-01-11,,397000.0
1986-01-18,,364000.0
1986-01-25,,344000.0
1986-02-01,55.3568,364000.0
1986-02-08,,366000.0
1986-02-15,,358000.0
1986-02-22,,390000.0
1986-03-01,54.9625,375000.0
1986-03-08,,366000.0
1986-03-15,,382000.0
1986-03-22,,387000.0
1986-03-29,,396000.0
1986-04-01,55.0413,
1986-04-05,,381000.0
1986-04-12,,388000.0
1986-04-19,,383000.0
1986-04-26,,391000.0
1986-05-01,55.1226,
1986-05-03,,392000.0
1986-05-10,,395000.0
1986-05-17,,384000.0
1986-05-24,,386000.0
1986-05-31,,373000.0
1986-06-01,54.9005,
1986-06-07,,375000.0
1986-06-14,,369000.0
1986-06-21,,367000.0
1986-06-28,,371000.0
1986-07-01,55.2592,
1986-07-05,,371000.0
1986-07-12,,361000.0
1986-07-19,,354000.0
1986-07-26,,362000.0
1986-08-01,55.1567,
1986-08-02,,416000.0
1986-08-09,,416000.0
1986-08-16,,407000.0
1986-08-23,,397000.0
1986-08-30,,401000.0
1986-09-01,55.2975,
1986-09-06,,400000.0
1986-09-13,,394000.0
1986-09-20,,399000.0
1986-09-27,,389000.0
1986-10-01,55.5332,
1986-10-04,,391000.0
1986-10-11,,387000.0
1986-10-18,,385000.0
1986-10-25,,370000.0
1986-11-01,55.7557,364000.0
1986-11-08,,349000.0
1986-11-15,,368000.0
1986-11-22,,369000.0
1986-11-29,,366000.0
1986-12-01,56.2845,
1986-12-06,,363000.0
1986-12-13,,375000.0
1986-12-20,,350000.0
1986-12-27,,345000.0
1987-01-01,56.0882,
1987-01-03,,323000.0
1987-01-10,,348000.0
1987-01-17,,341000.0
1987-01-24,,346000.0
1987-01-31,,370000.0
1987-02-01,56.8275,
1987-02-07,,368000.0
1987-02-14,,338000.0
1987-02-21,,341000.0
1987-02-28,,348000.0
1987-03-01,56.9098,
1987-03-07,,337000.0
1987-03-14,,335000.0
1987-03-21,,335000.0
1987-03-28,,326000.0
1987-04-01,57.2701,
1987-04-04,,330000.0
1987-04-11,,338000.0
1987-04-18,,349000.0
1987-04-25,,328000.0
1987-05-01,57.6322,
1987-05-02,,330000.0
1987-05-09,,315000.0
1987-05-16,,341000.0
1987-05-23,,343000.0
1987-05-30,,326000.0
1987-06-01,57.9307,
1987-06-06,,328000.0
1987-06-13,,316000.0
1987-06-20,,319000.0
1987-06-27,,326000.0
1987-07-01,58.3258,
1987-07-04,,326000.0
1987-07-11,,317000.0
1987-07-18,,310000.0
1987-07-25,,324000.0
1987-08-01,58.7636,348000.0
1987-08-08,,327000.0
1987-08-15,,319000.0
1987-08-22,,312000.0
1987-08-29,,322000.0
1987-09-01,58.9951,
1987-09-05,,316000.0
1987-09-12,,297000.0
1987-09-19,,309000.0
1987-09-26,,317000.0
1987-10-01,59.781,
1987-10-03,,301000.0
1987-10-10,,308000.0
1987-10-17,,301000.0
1987-10-24,,301000.0
1987-10-31,,289000.0
1987-11-01,60.0726,
1987-11-07,,297000.0
1987-11-14,,307000.0
1987-11-21,,317000.0
1987-11-28,,306000.0
1987-12-01,60.4095,
1987-12-05,,319000.0
1987-12-12,,317000.0
1987-12-19,,323000.0
1987-12-26,,316000.0
1988-01-01,60.3976,
1988-01-02,,315000.0
1988-01-09,,325000.0
1988-01-16,,361000.0
1988-01-23,,335000.0
1988-01-30,,342000.0
1988-02-01,60.7003,
1988-02-06,,318000.0
1988-02-13,,311000.0
1988-02-20,,327000.0
1988-02-27,,319000.0
1988-03-01,60.8501,
1988-03-05,,307000.0
1988-03-12,,304000.0
1988-03-19,,307000.0
1988-03-26,,304000.0
1988-04-01,61.2031,
1988-04-02,,309000.0
1988-04-09,,313000.0
1988-04-16,,314000.0
1988-04-23,,312000.0
1988-04-30,,313000.0
1988-05-01,61.0797,
1988-05-07,,309000.0
1988-05-14,,314000.0
1988-05-21,,319000.0
1988-05-28,,313000.0
1988-06-01,61.2569,
1988-06-04,,310000.0
1988-06-11,,305000.0
1988-06-18,,311000.0
1988-06-25,,307000.0
1988-07-01,61.2659,
1988-07-02,,305000.0
1988-07-09,,303000.0
1988-07-16,,315000.0
1988-07-23,,354000.0
1988-07-30,,331000.0
1988-08-01,61.5731,
1988-08-06,,316000.0
1988-08-13,,312000.0
1988-08-20,,316000.0
1988-08-27,,315000.0
1988-09-01,61.3807,
1988-09-03,,306000.0
1988-09-10,,305000.0
1988-09-17,,306000.0
1988-09-24,,301000.0
1988-10-01,61.6453,292000.0
1988-10-08,,292000.0
1988-10-15,,293000.0
1988-10-22,,286000.0
1988-10-29,,294000.0
1988-11-01,61.7944,
1988-11-05,,285000.0
1988-11-12,,284000.0
1988-11-19,,294000.0
1988-11-26,,299000.0
1988-12-01,62.0743,
1988-12-03,,298000.0
1988-12-10,,285000.0
1988-12-17,,293000.0
1988-12-24,,286000.0
1988-12-31,,304000.0
1989-01-01,62.2574,
1989-01-07,,299000.0
1989-01-14,,283000.0
1989-01-21,,282000.0
1989-01-28,,295000.0
1989-02-01,61.9819,
1989-02-04,,288000.0
1989-02-11,,322000.0
1989-02-18,,305000.0
1989-02-25,,300000.0
1989-03-01,62.1369,
1989-03-04,,325000.0
1989-03-11,,325000.0
1989-03-18,,319000.0
1989-03-25,,319000.0
1989-04-01,62.1276,323000.0
1989-04-08,,314000.0
1989-04-15,,307000.0
1989-04-22,,304000.0
1989-04-29,,311000.0
1989-05-01,61.7744,
1989-05-06,,320000.0
1989-05-13,,332000.0
1989-05-20,,321000.0
1989-05-27,,325000.0
1989-06-01,61.7697,
1989-06-03,,325000.0
1989-06-10,,332000.0
1989-06-17,,337000.0
1989-06-24,,338000.0
1989-07-01,61.1738,349000.0
1989-07-08,,341000.0
1989-07-15,,349000.0
1989-07-22,,332000.0
1989-07-29,,337000.0
1989-08-01,61.7732,
1989-08-05,,338000.0
1989-08-12,,341000.0
1989-08-19,,327000.0
1989-08-26,,332000.0
1989-09-01,61.5796,
1989-09-02,,329000.0
1989-09-09,,336000.0
1989-09-16,,334000.0
1989-09-23,,334000.0
1989-09-30,,347000.0
1989-10-01,61.4966,
1989-10-07,,407000.0
1989-10-14,,345000.0
1989-10-21,,347000.0
1989-10-28,,354000.0
1989-11-01,61.7044,
1989-11-04,,333000.0
1989-11-11,,336000.0
1989-11-18,,336000.0
1989-11-25,,342000.0
1989-12-01,62.0428,
1989-12-02,,344000.0
1989-12-09,,338000.0
1989-12-16,,355000.0
1989-12-23,,381000.0
1989-12-30,,358000.0
1990-01-01,61.729,
1990-01-06,,355000.0
1990-01-13,,369000.0
1990-01-20,,375000.0
1990-01-27,,345000.0
1990-02-01,62.2896,
1990-02-03,,368000.0
1990-02-10,,367000.0
1990-02-17,,348000.0
1990-02-24,,350000.0
1990-03-01,62.5999,
1990-03-03,,351000.0
1990-03-10,,349000.0
1990-03-17,,349000.0
1990-03-24,,331000.0
1990-03-31,,346000.0
1990-04-01,62.4359,
1990-04-07,,367000.0
1990-04-14,,357000.0
1990-04-21,,360000.0
1990-04-28,,363000.0
1990-05-01,62.6258,
1990-05-05,,354000.0
1990-05-12,,355000.0
1990-05-19,,353000.0
1990-05-26,,359000.0
1990-06-01,62.8382,
1990-06-02,,368000.0
1990-06-09,,359000.0
1990-06-16,,359000.0
1990-06-23,,362000.0
1990-06-30,,364000.0
1990-07-01,62.7284,
1990-07-07,,362000.0
1990-07-14,,367000.0
1990-07-21,,370000.0
1990-07-28,,369000.0
1990-08-01,62.9475,
1990-08-04,,369000.0
1990-08-11,,381000.0
1990-08-18,,393000.0
1990-08-25,,394000.0
1990-09-01,62.9523,392000.0
1990-09-08,,390000.0
1990-09-15,,395000.0
1990-09-22,,389000.0
1990-09-29,,404000.0
1990-10-01,62.5845,
1990-10-06,,404000.0
1990-10-13,,422000.0
1990-10-20,,435000.0
1990-10-27,,440000.0
1990-11-01,61.7887,
1990-11-03,,430000.0
1990-11-10,,448000.0
1990-11-17,,447000.0
1990-11-24,,462000.0
1990-12-01,61.3352,451000.0
1990-12-08,,449000.0
1990-12-15,,447000.0
1990-12-22,,474000.0
1990-12-29,,454000.0
1991-01-01,61.1355,
1991-01-05,,415000.0
1991-01-12,,437000.0
1991-01-19,,445000.0
1991-01-26,,462000.0
1991-02-01,60.6838,
1991-02-02,,483000.0
1991-02-09,,480000.0
1991-02-16,,474000.0
1991-02-23,,499000.0
1991-03-01,60.3346,
1991-03-02,,488000.0
1991-03-09,,499000.0
1991-03-16,,498000.0
1991-03-23,,509000.0
1991-03-30,,499000.0
1991-04-01,60.4938,
1991-04-06,,452000.0
1991-04-13,,477000.0
1991-04-20,,478000.0
1991-04-27,,462000.0
1991-05-01,61.0633,
1991-05-04,,451000.0
1991-05-11,,446000.0
1991-05-18,,448000.0
1991-05-25,,443000.0
1991-06-01,61.5581,432000.0
1991-06-08,,441000.0
1991-06-15,,429000.0
1991-06-22,,423000.0
1991-06-29,,418000.0
1991-07-01,61.7305,
1991-07-06,,422000.0
1991-07-13,,420000.0
1991-07-20,,408000.0
1991-07-27,,423000.0
1991-08-01,61.7298,
1991-08-03,,438000.0
1991-08-10,,437000.0
1991-08-17,,433000.0
1991-08-24,,425000.0
1991-08-31,,425000.0
1991-09-01,62.2195,
1991-09-07,,424000.0
1991-09-14,,418000.0
1991-09-21,,419000.0
1991-09-28,,437000.0
1991-10-01,62.1855,
1991-10-05,,424000.0
1991-10-12,,425000.0
1991-10-19,,419000.0
1991-10-26,,423000.0
1991-11-01,62.0871,
1991-11-02,,447000.0
1991-11-09,,453000.0
1991-11-16,,439000.0
1991-11-23,,444000.0
1991-11-30,,444000.0
1991-12-01,61.7852,
1991-12-07,,475000.0
1991-12-14,,475000.0
1991-12-21,,436000.0
1991-12-28,,441000.0
1992-01-01,61.4616,
1992-01-04,,432000.0
1992-01-11,,440000.0
1992-01-18,,443000.0
1992-01-25,,441000.0
1992-02-01,61.8955,440000.0
